Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL00759,Blue Labs,Energy,South,Standard,Referral,17,24,54.4,8,37,2553.57,28-08-2025,0.413,High,No
CL00760,Omni Healthcare,Education,South,Premium,Referral,4,24,63.2,11,30,4342.44,18-10-2024,0.493,High,No
CL00761,Vertex Solutions,IT Services,West,Basic,Referral,19,6,40.2,4,6,1012.71,17-03-2025,0.537,High,No
CL00762,Quantum Labs,Healthcare,Central,Standard,Outbound,31,6,44.1,4,4,1473.13,20-07-2025,0.289,Medium,Yes
CL00763,Crest Labs,Manufacturing,Central,Premium,Inbound,18,24,69.2,4,12,4519.76,18-06-2024,0.048,Low,Yes
CL00764,Vertex Holdings,Education,North,Standard,Referral,37,12,66.4,9,9,2009.59,19-04-2024,0.187,Medium,Yes
CL00765,Omni Healthcare,IT Services,Central,Premium,Referral,7,12,62,1,34,3789.02,23-05-2025,0.354,High,Yes
CL00766,Apex Enterprises,Finance,West,Premium,Referral,51,12,53.8,8,17,4553.89,18-08-2025,0.172,Low,Yes
CL00767,Omni Systems,Education,South,Premium,Inbound,16,36,46.4,10,16,2141.84,08-03-2025,0.187,Medium,Yes
CL00768,Quantum Enterprises,Telecom,North,Standard,Inbound,16,24,44.6,5,16,2149.31,18-07-2025,0.214,Medium,No
CL00769,Omni Solutions,Healthcare,South,Standard,Inbound,21,12,54.4,8,18,3564.89,04-08-2025,0.407,High,Yes
CL00770,Pioneer Industries,Telecom,Central,Premium,Outbound,34,12,41.3,4,8,5676.22,11-06-2025,0.214,Medium,Yes
CL00771,Omni Industries,IT Services,East,Standard,Outbound,7,6,61.3,15,6,3334.97,10-01-2026,0.494,High,No
CL00772,Blue Labs,Telecom,West,Premium,Referral,6,12,74.7,4,5,4237.99,24-03-2025,0.098,Low,Yes
CL00773,Crest Holdings,IT Services,South,Standard,Outbound,7,12,34.4,7,5,3078.63,08-04-2024,0.517,High,No
CL00774,Apex Systems,Healthcare,West,Basic,Event,12,3,25.2,8,13,1865.4,14-04-2025,0.842,High,No
CL00775,Prime Industries,Education,North,Basic,Marketplace,34,12,34,2,18,1309.27,07-06-2025,0.456,High,No
CL00776,Omni Services,IT Services,South,Basic,Inbound,21,12,39.3,10,22,1594.38,01-11-2024,0.786,High,No
CL00777,Green Logistics,Manufacturing,East,Standard,Marketplace,8,12,57.2,2,2,1313.84,06-02-2025,0.169,Low,Yes
CL00778,Nova Services,Education,North,Premium,Inbound,31,24,58.3,4,16,4061.61,11-09-2025,0.06,Low,Yes
CL00779,Nova Networks,Education,West,Premium,Referral,23,24,75.2,4,18,3252.91,04-08-2025,0.06,Low,Yes
CL00780,Sky Holdings,Logistics,South,Basic,Marketplace,26,12,34.1,9,9,919.25,05-07-2024,0.562,High,Yes
CL00781,Quantum Healthcare,Logistics,East,Enterprise,Referral,4,48,63.2,4,16,8897.07,18-08-2024,0.042,Low,Yes
CL00782,Nova Networks,Finance,South,Standard,Partner,15,6,41.2,2,7,2852.04,18-04-2025,0.407,High,Yes
CL00783,Quantum Labs,Manufacturing,East,Enterprise,Outbound,44,24,81.8,4,10,9256.63,07-12-2024,0.027,Low,Yes
CL00784,Crest Industries,Healthcare,North,Premium,Inbound,30,24,64.4,5,21,3661.9,27-08-2025,0.133,Low,Yes
CL00785,Orion Manufacturing,Manufacturing,North,Premium,Inbound,9,24,70.6,6,6,2872.85,10-05-2024,0.1,Low,Yes
CL00786,Quantum Enterprises,Energy,Central,Basic,Inbound,37,3,41.4,9,30,2108.7,21-10-2024,0.822,High,No
CL00787,Sky Manufacturing,Finance,South,Basic,Outbound,37,6,14.8,13,4,1057.21,21-11-2024,0.861,High,No
CL00788,Apex Industries,Retail,West,Basic,Outbound,29,12,21.3,15,7,986.52,06-01-2025,0.817,High,No
CL00789,Sky Technologies,Retail,Central,Premium,Outbound,45,12,49.8,7,12,4973.48,08-09-2025,0.319,Medium,Yes
CL00790,Green Manufacturing,Construction,North,Standard,Marketplace,8,24,37.2,5,1,2966.04,11-03-2024,0.292,Medium,No
CL00791,Nova Networks,IT Services,South,Premium,Partner,32,12,63,8,20,4888.52,11-06-2024,0.279,Medium,Yes
CL00792,Orion Networks,Finance,West,Standard,Inbound,37,12,66,7,10,3461.4,04-04-2025,0.13,Low,Yes
CL00793,Nova Solutions,Finance,Central,Premium,Referral,23,24,80.4,1,17,5327.2,16-02-2025,0.028,Low,Yes
CL00794,Blue Healthcare,Finance,Central,Basic,Event,3,6,35.5,5,34,1110.72,21-01-2026,0.798,High,No
CL00795,Omni Solutions,IT Services,East,Basic,Referral,29,6,38,10,4,1006.86,07-04-2024,0.684,High,No
CL00796,Omni Enterprises,Telecom,West,Standard,Outbound,34,12,46.5,7,21,3393.94,30-09-2024,0.386,High,Yes
CL00797,Crest Manufacturing,Energy,North,Standard,Outbound,8,24,50.1,3,10,2863.67,16-09-2025,0.154,Low,No
CL00798,Crest Logistics,Finance,Central,Standard,Event,16,12,56.4,13,37,5506.77,28-01-2026,0.631,High,Yes
CL00799,Orion Holdings,Logistics,Central,Premium,Referral,31,24,74.7,5,13,3247.7,21-02-2026,0.086,Low,Yes
CL00800,Green Healthcare,Energy,North,Basic,Referral,23,6,43.6,8,27,1286.43,26-09-2024,0.588,High,No
CL00801,Quantum Enterprises,Logistics,South,Standard,Inbound,34,12,25.4,8,13,2417.67,06-05-2025,0.497,High,No
CL00802,Sky Logistics,IT Services,North,Enterprise,Outbound,35,48,76.2,7,9,6002.99,26-01-2026,0.009,Low,Yes
CL00803,Crest Technologies,Finance,South,Basic,Inbound,30,3,55.6,9,13,1232.95,09-02-2026,0.463,High,No
CL00804,Nova Services,Finance,West,Enterprise,Inbound,24,24,70.7,4,14,10759.65,23-05-2024,0.066,Low,Yes
CL00805,Nova Manufacturing,Retail,South,Enterprise,Inbound,35,24,85.7,5,14,8864.95,11-11-2024,0.026,Low,Yes
CL00806,Pioneer Logistics,Education,North,Basic,Referral,25,3,29.3,7,15,888.8,15-08-2025,0.649,High,No
CL00807,Orion Labs,Energy,South,Standard,Referral,3,24,51.1,4,1,2352.78,10-04-2025,0.203,Medium,Yes
CL00808,Green Networks,Energy,Central,Standard,Event,6,12,35.4,5,18,4108.6,22-04-2025,0.613,High,Yes
CL00809,Vertex Technologies,Retail,East,Premium,Event,27,24,48.8,5,34,3832.58,06-01-2025,0.391,High,Yes
CL00810,Blue Networks,IT Services,South,Premium,Outbound,20,24,76.7,10,15,3814.23,04-11-2025,0.218,Medium,Yes
CL00811,Green Technologies,Construction,North,Premium,Referral,29,24,69.6,6,7,6175.87,14-04-2024,0.057,Low,Yes
CL00812,Orion Solutions,Telecom,Central,Premium,Referral,12,24,67.3,11,4,4858.61,12-08-2024,0.189,Medium,Yes
CL00813,Blue Technologies,IT Services,West,Basic,Inbound,5,3,26.3,7,29,1089.79,24-07-2025,0.842,High,No
CL00814,Blue Manufacturing,Energy,South,Enterprise,Partner,24,24,71.5,8,37,11254.25,17-10-2025,0.195,Medium,Yes
CL00815,Prime Holdings,Telecom,North,Premium,Outbound,44,12,82.1,3,29,3555.45,04-02-2026,0.049,Low,Yes
CL00816,Omni Manufacturing,Finance,North,Premium,Partner,6,24,86.9,5,11,3743.84,30-09-2024,0.048,Low,Yes
CL00817,Sky Solutions,Finance,North,Enterprise,Partner,22,24,72.2,6,14,8335.44,05-08-2024,0.099,Low,Yes
CL00818,Nova Solutions,Healthcare,East,Premium,Marketplace,8,12,44.1,9,18,3540.58,02-09-2024,0.71,High,Yes
CL00819,Nova Technologies,IT Services,Central,Basic,Referral,29,6,51.1,7,12,1103.57,27-08-2024,0.471,High,Yes
CL00820,Nova Services,Healthcare,East,Standard,Referral,7,6,48.7,5,12,1940.01,09-02-2025,0.371,High,No
CL00821,Orion Holdings,Telecom,West,Standard,Referral,47,24,66.3,3,9,2626.97,21-09-2024,0.074,Low,Yes
CL00822,Omni Logistics,IT Services,South,Basic,Event,36,3,44.4,4,50,989.63,07-06-2024,0.809,High,No
CL00823,Apex Healthcare,Healthcare,West,Enterprise,Partner,38,48,63.4,9,6,5794.99,06-04-2024,0.025,Low,Yes
CL00824,Quantum Logistics,Healthcare,West,Basic,Inbound,33,6,37.7,3,23,1434.33,31-08-2024,0.519,High,Yes
CL00825,Blue Manufacturing,Finance,North,Premium,Referral,27,24,81.7,7,30,4430.31,15-10-2025,0.068,Low,Yes
CL00826,Nova Technologies,Energy,South,Standard,Outbound,11,12,47.2,4,14,2521.09,04-11-2025,0.387,High,Yes
CL00827,Blue Manufacturing,Healthcare,East,Basic,Outbound,10,12,24.6,6,39,1180.97,03-05-2025,0.875,High,No
CL00828,Green Services,Healthcare,North,Enterprise,Inbound,28,24,54.9,2,18,15072.5,11-12-2024,0.088,Low,Yes
CL00829,Apex Enterprises,Education,South,Enterprise,Outbound,45,36,60.7,6,18,6824.04,08-09-2024,0.057,Low,Yes
CL00830,Crest Enterprises,Retail,East,Standard,Referral,11,24,45.1,4,25,2112.94,26-03-2024,0.339,Medium,No
CL00831,Blue Solutions,Manufacturing,Central,Standard,Partner,17,24,60.8,4,41,2557.37,18-02-2026,0.417,High,Yes
CL00832,Crest Logistics,Retail,South,Basic,Outbound,11,6,21.5,9,23,1254.47,01-12-2024,0.913,High,No
CL00833,Vertex Systems,IT Services,West,Standard,Inbound,40,24,74.6,4,60,3259.09,25-11-2024,0.335,Medium,Yes
CL00834,Pioneer Networks,Manufacturing,South,Standard,Referral,14,12,35,10,89,2505.75,13-12-2024,0.946,High,No
CL00835,Vertex Solutions,Retail,West,Standard,Event,39,6,78,3,10,2570.92,16-09-2025,0.116,Low,Yes
CL00836,Blue Logistics,Retail,East,Enterprise,Inbound,7,24,92.7,3,5,9491.72,21-06-2025,0.023,Low,Yes
CL00837,Blue Solutions,Energy,Central,Premium,Marketplace,35,12,62.7,2,4,5778.58,15-01-2026,0.1,Low,No
CL00838,Prime Healthcare,Healthcare,South,Enterprise,Inbound,14,24,54.2,3,5,7731.44,21-04-2024,0.08,Low,Yes
CL00839,Vertex Technologies,Finance,East,Premium,Marketplace,27,24,65.3,5,25,3235.17,28-01-2026,0.091,Low,Yes
CL00840,Quantum Healthcare,Logistics,East,Standard,Event,15,12,48.4,6,42,1553.64,02-05-2025,0.543,High,Yes
CL00841,Crest Manufacturing,IT Services,South,Enterprise,Inbound,44,12,62.7,5,2,10617.3,05-01-2026,0.115,Low,Yes
CL00842,Pioneer Logistics,Logistics,North,Standard,Marketplace,5,24,56.5,3,4,2405.37,06-09-2025,0.109,Low,Yes
CL00843,Apex Healthcare,Manufacturing,North,Enterprise,Outbound,10,24,63.1,7,26,5923.02,16-02-2026,0.206,Medium,No
CL00844,Pioneer Services,Construction,North,Standard,Outbound,9,24,38.4,11,7,2095.24,31-07-2024,0.287,Medium,Yes
CL00845,Prime Industries,IT Services,Central,Basic,Referral,18,12,38.6,0,39,1184,13-03-2025,0.544,High,Yes
CL00846,Omni Enterprises,Retail,South,Enterprise,Inbound,46,48,65.1,5,40,6036.78,12-01-2026,0.045,Low,Yes
CL00847,Orion Enterprises,IT Services,North,Premium,Partner,38,24,92.9,1,13,2829.21,06-06-2024,0.012,Low,Yes
CL00848,Blue Holdings,Construction,West,Enterprise,Partner,12,24,62.6,3,8,6739.53,18-09-2025,0.06,Low,Yes
CL00849,Apex Systems,Finance,South,Enterprise,Referral,6,24,81.3,9,20,10378.23,25-12-2025,0.131,Low,Yes
CL00850,Omni Healthcare,Finance,East,Basic,Inbound,10,6,40.7,10,16,2194.24,26-11-2024,0.728,High,Yes
CL00851,Pioneer Technologies,IT Services,North,Standard,Referral,1,12,60.2,2,8,1882.31,15-01-2025,0.213,Medium,Yes
CL00852,Nova Systems,Education,Central,Standard,Partner,3,12,53.1,3,4,1827.34,26-10-2025,0.255,Medium,Yes
CL00853,Orion Manufacturing,Manufacturing,West,Premium,Referral,34,12,73.6,8,15,6300.17,15-04-2025,0.177,Low,Yes
CL00854,Apex Solutions,Energy,Central,Premium,Marketplace,14,36,64.2,8,14,5299,10-02-2025,0.057,Low,Yes
CL00855,Orion Logistics,Manufacturing,South,Standard,Outbound,12,24,53.7,4,16,2852.02,14-09-2024,0.271,Medium,Yes
CL00856,Vertex Technologies,Manufacturing,West,Premium,Outbound,33,12,63.7,3,7,4200.89,24-03-2025,0.12,Low,Yes
CL00857,Green Networks,IT Services,North,Premium,Event,17,24,66.3,6,10,5504.85,27-11-2024,0.109,Low,Yes
CL00858,Blue Systems,Retail,North,Basic,Inbound,33,6,24.1,10,55,945.49,04-02-2025,0.949,High,No
CL00859,Blue Enterprises,Finance,North,Premium,Referral,21,36,65.3,4,13,3571.69,08-11-2025,0.032,Low,Yes
CL00860,Orion Holdings,IT Services,East,Premium,Inbound,2,24,70.9,8,16,3009.92,05-11-2025,0.161,Low,Yes
CL00861,Crest Healthcare,Education,South,Enterprise,Referral,3,24,74.8,3,8,6909.69,13-03-2024,0.066,Low,Yes
CL00862,Nova Industries,Retail,East,Standard,Marketplace,49,12,52.2,3,24,2682.77,31-03-2025,0.2,Medium,No
CL00863,Omni Systems,Finance,North,Basic,Inbound,7,6,36.2,4,40,1540.26,21-01-2026,0.841,High,Yes
CL00864,Crest Industries,Retail,South,Standard,Outbound,13,24,49.3,4,10,3397.32,17-01-2025,0.199,Medium,No
CL00865,Pioneer Solutions,Retail,West,Basic,Inbound,26,3,28.4,16,25,964.47,17-05-2024,0.948,High,No
CL00866,Prime Networks,Finance,South,Enterprise,Referral,30,12,79.8,8,15,12853.18,06-03-2024,0.131,Low,No
CL00867,Pioneer Technologies,IT Services,West,Basic,Partner,11,12,38.3,4,10,1365.25,20-12-2024,0.537,High,No
CL00868,Sky Healthcare,Manufacturing,South,Premium,Marketplace,27,36,65.2,5,2,5118.66,28-11-2025,0.029,Low,Yes
CL00869,Sky Technologies,Telecom,West,Standard,Event,25,24,67,5,16,2531.03,09-12-2025,0.164,Low,Yes
CL00870,Prime Labs,Construction,East,Standard,Outbound,29,12,38.5,6,17,2149.59,24-06-2025,0.479,High,Yes
CL00871,Quantum Solutions,Healthcare,North,Basic,Outbound,11,6,44.2,7,13,1364.19,22-01-2026,0.603,High,No
CL00872,Blue Technologies,Manufacturing,South,Premium,Referral,46,24,63.4,4,17,4102.54,19-04-2024,0.096,Low,Yes
CL00873,Nova Enterprises,Logistics,East,Premium,Inbound,16,12,89.3,1,13,5903.54,23-11-2024,0.043,Low,Yes
CL00874,Pioneer Manufacturing,Retail,West,Standard,Inbound,17,12,47.4,10,12,1331.9,27-09-2025,0.611,High,No
CL00875,Crest Networks,IT Services,South,Enterprise,Inbound,8,12,86.3,2,12,7931.28,01-11-2025,0.126,Low,Yes
CL00876,Quantum Manufacturing,IT Services,South,Standard,Marketplace,30,12,56.2,5,39,2258.09,03-05-2024,0.309,Medium,No
CL00877,Prime Industries,Logistics,Central,Standard,Referral,8,24,36.3,5,10,2891.82,30-04-2025,0.489,High,No
CL00878,Vertex Technologies,Logistics,West,Premium,Referral,12,12,58.8,8,10,3645.3,27-06-2025,0.289,Medium,Yes
CL00879,Crest Industries,IT Services,South,Basic,Referral,40,12,51.6,5,9,1304.63,06-08-2024,0.209,Medium,Yes
CL00880,Apex Labs,Manufacturing,East,Enterprise,Outbound,34,24,67.8,10,23,7526.53,22-03-2024,0.095,Low,Yes
CL00881,Prime Labs,Manufacturing,North,Standard,Referral,11,12,24.4,10,17,2850.84,13-03-2024,0.582,High,No
CL00882,Omni Enterprises,Logistics,East,Basic,Inbound,6,6,37.6,8,16,1156.78,15-11-2024,0.675,High,No
CL00883,Prime Holdings,IT Services,South,Standard,Outbound,22,12,42.9,6,10,3273.45,30-05-2024,0.406,High,Yes
CL00884,Nova Industries,IT Services,Central,Premium,Referral,37,24,69.6,2,19,5733.22,18-04-2025,0.042,Low,No
CL00885,Sky Services,Education,East,Standard,Partner,14,24,66.6,3,10,3224.67,27-08-2024,0.07,Low,Yes
CL00886,Green Systems,Manufacturing,East,Premium,Outbound,23,12,72.2,18,11,5217.37,30-10-2024,0.304,Medium,No
CL00887,Omni Technologies,Logistics,East,Basic,Partner,7,12,56.4,7,16,1326.77,04-11-2024,0.444,High,No
CL00888,Quantum Services,Manufacturing,Central,Standard,Outbound,5,6,44.3,6,21,3842.85,06-01-2026,0.579,High,No
CL00889,Vertex Logistics,IT Services,West,Premium,Inbound,22,36,66.3,5,4,5768.27,16-11-2025,0.027,Low,Yes
CL00890,Quantum Manufacturing,Manufacturing,South,Basic,Marketplace,50,6,23.5,7,43,1246.11,14-06-2025,0.891,High,No
CL00891,Blue Solutions,Education,West,Enterprise,Referral,7,36,61.8,6,7,6302.36,20-06-2024,0.089,Low,Yes
CL00892,Green Services,Telecom,East,Basic,Inbound,38,6,28.9,9,10,1816.02,23-04-2024,0.45,High,Yes
CL00893,Apex Technologies,Telecom,East,Enterprise,Event,27,24,61.3,3,23,8237.77,12-11-2024,0.095,Low,Yes
CL00894,Apex Networks,Healthcare,North,Standard,Inbound,24,24,68.4,3,19,2714.69,18-04-2025,0.093,Low,Yes
CL00895,Nova Holdings,Logistics,South,Premium,Outbound,10,12,39.9,12,31,2785.33,09-08-2025,0.602,High,No
CL00896,Crest Technologies,Manufacturing,South,Basic,Inbound,28,6,52.4,5,16,1164.49,15-03-2024,0.412,High,No
CL00897,Crest Technologies,Manufacturing,Central,Basic,Partner,30,12,51,6,31,1719.86,18-07-2024,0.494,High,Yes
CL00898,Orion Manufacturing,Energy,South,Basic,Event,7,3,40,4,15,993.66,12-01-2025,0.707,High,No
CL00899,Green Enterprises,IT Services,Central,Basic,Referral,18,6,27.6,7,9,1623.31,15-11-2024,0.669,High,No
CL00900,Nova Technologies,IT Services,East,Standard,Referral,24,12,37,7,50,1533.31,26-01-2025,0.684,High,No
CL00901,Apex Holdings,Manufacturing,East,Standard,Outbound,13,24,44.4,4,28,3194.38,22-10-2024,0.475,High,No
CL00902,Omni Healthcare,IT Services,East,Premium,Outbound,34,12,75.5,4,16,3789.84,01-05-2025,0.083,Low,Yes
CL00903,Sky Services,Manufacturing,North,Premium,Outbound,14,24,63,2,19,3739.56,20-11-2025,0.089,Low,Yes
CL00904,Blue Solutions,Finance,South,Premium,Outbound,36,24,53.5,1,31,6669.96,26-04-2024,0.082,Low,Yes
CL00905,Green Solutions,Retail,North,Premium,Referral,18,36,75.8,3,17,3413.54,27-09-2024,0.029,Low,Yes
CL00906,Vertex Technologies,Energy,East,Standard,Referral,28,24,69.2,8,15,3088.95,08-09-2024,0.142,Low,Yes
CL00907,Crest Technologies,Telecom,South,Standard,Marketplace,29,12,52.3,4,18,3148.12,30-03-2025,0.271,Medium,No
CL00908,Quantum Solutions,Healthcare,West,Standard,Referral,9,12,53.3,4,6,3428.52,09-12-2025,0.189,Medium,Yes
CL00909,Green Enterprises,Manufacturing,South,Enterprise,Outbound,47,24,54.9,14,17,10542.99,17-10-2025,0.2,Medium,Yes
CL00910,Orion Holdings,Healthcare,North,Standard,Outbound,14,6,47,2,15,2487.61,16-12-2025,0.357,High,Yes
CL00911,Vertex Holdings,Finance,South,Basic,Marketplace,20,6,45.1,5,15,1880.75,31-07-2024,0.524,High,No
CL00912,Omni Solutions,Manufacturing,Central,Premium,Partner,5,36,67.3,7,10,4203.02,03-11-2024,0.114,Low,No
CL00913,Quantum Manufacturing,Logistics,West,Basic,Partner,4,6,31.9,8,5,1267.41,15-09-2024,0.772,High,No
CL00914,Nova Logistics,Retail,South,Enterprise,Referral,23,12,68.7,5,29,12407.94,31-03-2025,0.284,Medium,No
CL00915,Quantum Labs,Finance,East,Enterprise,Event,28,24,70.6,12,18,10331.25,30-06-2025,0.069,Low,Yes
CL00916,Blue Holdings,Retail,North,Basic,Inbound,15,6,31.7,9,54,1119.52,26-12-2024,0.922,High,No
CL00917,Orion Manufacturing,Manufacturing,Central,Basic,Outbound,4,6,41.1,4,22,1849.22,08-10-2024,0.705,High,No
CL00918,Omni Labs,Construction,West,Standard,Inbound,9,12,23.4,5,5,2183.31,02-06-2025,0.524,High,Yes
CL00919,Nova Systems,Education,South,Premium,Event,16,24,59.1,4,10,2637.54,24-02-2025,0.092,Low,Yes
CL00920,Prime Labs,IT Services,East,Standard,Partner,36,6,60.2,4,36,1814.23,23-10-2025,0.416,High,Yes
CL00921,Omni Healthcare,Telecom,North,Premium,Event,12,36,60.2,5,4,4215.93,06-04-2024,0.048,Low,Yes
CL00922,Omni Manufacturing,Retail,Central,Premium,Marketplace,34,24,56.2,3,4,3433.84,17-08-2025,0.067,Low,Yes
CL00923,Nova Systems,Energy,North,Standard,Outbound,12,6,43.6,9,27,3316.58,16-07-2025,0.75,High,No
CL00924,Pioneer Networks,Education,East,Basic,Inbound,38,6,27.3,2,15,902.6,20-11-2025,0.777,High,Yes
CL00925,Sky Healthcare,Retail,South,Premium,Referral,17,36,62.1,4,38,2720.12,04-11-2025,0.124,Low,No
CL00926,Crest Networks,IT Services,West,Basic,Event,26,12,42.5,7,35,1322.04,15-06-2024,0.711,High,Yes
CL00927,Pioneer Healthcare,Manufacturing,West,Enterprise,Referral,38,24,47.8,2,13,5531.29,09-06-2025,0.119,Low,Yes
CL00928,Pioneer Manufacturing,Finance,West,Standard,Event,9,6,61.8,6,7,2839.84,13-05-2025,0.382,High,Yes
CL00929,Crest Holdings,Logistics,East,Premium,Outbound,20,12,61.5,8,6,4149.2,17-07-2025,0.184,Medium,Yes
CL00930,Pioneer Holdings,Manufacturing,Central,Enterprise,Outbound,28,24,96.2,2,22,7557.41,12-02-2026,0.026,Low,Yes
CL00931,Omni Networks,IT Services,North,Enterprise,Referral,13,36,63.7,4,15,6387.36,16-05-2024,0.056,Low,Yes
CL00932,Nova Networks,Telecom,South,Standard,Outbound,45,12,44.6,6,23,2225.86,31-05-2025,0.345,Medium,Yes
CL00933,Sky Manufacturing,Construction,South,Basic,Event,24,6,29.6,4,31,1048.05,07-05-2025,0.758,High,No
CL00934,Prime Enterprises,Finance,Central,Premium,Referral,40,24,71,3,22,3409.06,03-03-2024,0.062,Low,Yes
CL00935,Crest Industries,Manufacturing,South,Standard,Inbound,23,6,27.6,10,20,2671.03,21-06-2025,0.72,High,Yes
CL00936,Blue Logistics,Manufacturing,West,Basic,Referral,8,3,26.1,9,18,1399.98,23-02-2025,0.867,High,No
CL00937,Nova Enterprises,IT Services,West,Enterprise,Outbound,10,24,85.1,6,5,9268.31,13-09-2025,0.038,Low,Yes
CL00938,Sky Networks,Energy,North,Basic,Referral,7,3,22.6,8,7,1062.2,31-08-2025,0.768,High,Yes
CL00939,Apex Industries,IT Services,South,Basic,Outbound,25,3,57.4,4,13,1268.71,29-03-2024,0.357,High,Yes
CL00940,Blue Enterprises,Finance,South,Basic,Event,22,6,33.6,6,50,2029.91,18-09-2025,0.897,High,No
CL00941,Nova Manufacturing,Manufacturing,South,Premium,Inbound,18,24,52.2,7,9,4711.3,12-12-2025,0.126,Low,Yes
CL00942,Nova Healthcare,Finance,South,Premium,Outbound,23,24,73.3,6,16,4497.89,02-06-2025,0.116,Low,Yes
CL00943,Crest Logistics,Logistics,North,Standard,Inbound,34,24,72.3,4,10,2712.5,22-11-2025,0.082,Low,Yes
CL00944,Green Networks,Telecom,Central,Standard,Referral,25,12,60,4,11,1526.28,27-07-2024,0.206,Medium,No
CL00945,Crest Logistics,Manufacturing,Central,Standard,Outbound,1,12,66.1,7,9,4500.52,15-12-2025,0.325,Medium,No
CL00946,Orion Industries,IT Services,South,Premium,Inbound,9,12,88.1,5,38,3410.64,10-01-2026,0.196,Medium,Yes
CL00947,Sky Healthcare,IT Services,South,Basic,Outbound,12,12,29.9,11,17,1413.51,21-09-2024,0.727,High,No
CL00948,Pioneer Labs,Energy,North,Enterprise,Partner,3,24,82.3,5,5,6894.49,05-11-2024,0.035,Low,Yes
CL00949,Blue Healthcare,Telecom,West,Standard,Inbound,23,6,36.7,8,5,2040.76,29-07-2025,0.501,High,No
CL00950,Sky Logistics,Finance,West,Enterprise,Partner,17,24,81.1,7,14,12294.71,29-10-2024,0.074,Low,Yes
CL00951,Omni Industries,Finance,North,Basic,Marketplace,17,12,38.1,5,14,1337.52,18-02-2026,0.432,High,No
CL00952,Sky Solutions,Logistics,North,Premium,Referral,28,36,79.9,12,24,4034.31,24-09-2024,0.115,Low,Yes
CL00953,Blue Services,Manufacturing,West,Standard,Outbound,9,12,65.1,7,2,2591.34,19-03-2024,0.137,Low,Yes
CL00954,Nova Logistics,Energy,East,Basic,Outbound,32,6,40.8,11,20,1485.73,15-10-2025,0.736,High,No
CL00955,Pioneer Systems,Retail,North,Enterprise,Referral,39,24,75.6,5,6,8929.56,29-03-2024,0.043,Low,Yes
CL00956,Apex Labs,Healthcare,East,Enterprise,Event,13,48,80.1,7,22,10097.97,07-02-2026,0.024,Low,Yes
CL00957,Orion Networks,Finance,South,Standard,Partner,42,12,54.7,3,23,1740.01,09-05-2025,0.252,Medium,Yes
CL00958,Sky Logistics,IT Services,South,Premium,Inbound,30,36,67.3,6,16,3569.63,12-01-2025,0.024,Low,Yes
CL00959,Quantum Healthcare,Manufacturing,West,Premium,Inbound,18,12,80.3,1,14,3348.89,14-08-2025,0.075,Low,Yes
CL00960,Omni Holdings,Education,West,Enterprise,Referral,21,24,88.8,4,12,9113.11,02-08-2025,0.021,Low,Yes
CL00961,Blue Enterprises,IT Services,South,Standard,Inbound,27,24,54.3,5,2,3094.18,06-12-2024,0.061,Low,Yes
CL00962,Green Technologies,Finance,Central,Standard,Partner,38,6,56.9,4,12,3302.93,01-08-2024,0.19,Medium,Yes
CL00963,Blue Manufacturing,Manufacturing,South,Standard,Inbound,11,24,52,4,33,1847.98,04-11-2025,0.489,High,No
CL00964,Crest Industries,Healthcare,West,Standard,Outbound,27,12,32.7,6,12,1867.27,31-12-2025,0.538,High,Yes
CL00965,Pioneer Manufacturing,Manufacturing,East,Enterprise,Partner,30,48,69,10,6,5103.79,22-02-2026,0.035,Low,Yes
CL00966,Blue Solutions,Healthcare,Central,Basic,Outbound,10,6,56.2,5,14,1394,18-11-2024,0.55,High,Yes
CL00967,Blue Solutions,Logistics,Central,Basic,Inbound,21,6,29,7,38,814.3,23-04-2025,0.837,High,No
CL00968,Quantum Manufacturing,Manufacturing,North,Premium,Inbound,33,24,88.4,7,1,4908.27,12-02-2026,0.032,Low,Yes
CL00969,Green Enterprises,Finance,Central,Premium,Inbound,2,24,80.1,5,22,3944.03,24-12-2024,0.145,Low,Yes
CL00970,Prime Services,Retail,West,Basic,Partner,33,6,39.8,7,28,1016.72,26-09-2025,0.69,High,Yes
CL00971,Pioneer Healthcare,Logistics,West,Standard,Event,13,24,59.7,7,20,2117.65,13-01-2026,0.151,Low,Yes
CL00972,Omni Holdings,Energy,North,Enterprise,Referral,24,36,60,12,4,6128.67,11-07-2024,0.071,Low,Yes
CL00973,Nova Healthcare,Education,West,Standard,Marketplace,31,12,44.8,3,9,2558.2,08-08-2025,0.252,Medium,Yes
CL00974,Pioneer Systems,Manufacturing,West,Premium,Inbound,26,36,80.3,7,12,2974.3,24-07-2025,0.044,Low,Yes
CL00975,Blue Enterprises,IT Services,South,Premium,Partner,12,12,60.6,8,12,4315.67,06-12-2024,0.166,Low,Yes
CL00976,Pioneer Services,Manufacturing,Central,Standard,Event,12,12,63.7,0,24,3088.93,12-02-2026,0.212,Medium,No
CL00977,Pioneer Technologies,Finance,North,Enterprise,Inbound,25,12,59.5,12,5,6027.49,20-11-2025,0.224,Medium,Yes
